order_type,network_type,service_type,install_type,technology_type,product_type,action_type,task_name,orders_with_task,order_population,task_percentage,task_type
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Associate Voice Service in Calix Cloud,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Create Account in Alianza,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Create User in Alianza,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo: Associate ONT to Subscriber in EMS,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo: Undo: Create Subscriber Record in EMS,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo: Undo: Undo: Undo: Undo: Add Fiber Internet Service in EMS,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update Calix Service Mapping,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update Serial Number BOSS IM,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait For RG Association Event,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for ONT Activation,1,79543,0,OPTIONAL
add,Copper,DSL,,VDSL2,HSI,NI,Product Order for Copper DSL,24597,24599,99.99,MANDATORY
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Fiber Internet,79536,79543,99.99,MANDATORY
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Product Order for BrightSpeed Internet,29492,29493,100,MANDATORY
add,XGSPON,BrightSpeed Internet,F,,Brightspeed Fiber,NI,Product Order for BrightSpeed Internet,43556,43559,99.99,MANDATORY
add,XGSPON,BrightSpeed Internet,F,,,,Product Order for BrightSpeed Internet,359471,359497,99.99,MANDATORY
add,GPON,fQF Internet,F,,HSI,NI,Product Order for fQF Internet,50239,50244,99.99,MANDATORY
add,GPON,Fiber Internet,F,GPON,Quantum Fiber,NI,Product Order for Fiber Internet,12442,12442,100,MANDATORY
add,Copper,POTS,,,VOICE,NI,Product Order for Copper POTS,3353,3355,99.94,MANDATORY
add,Copper,POTS,,,VOICE,NI,Product Order for Copper POTS,3353,3355,99.94,MANDATORY
