order_type,network_type,service_type,install_type,technology_type,product_type,action_type,task_name,orders_with_task,order_population,task_percentage,task_type
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Create Dispatch Planning Job,22814,29493,77.35,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Initiate Billing,22777,29493,77.23,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Add Subscriber in Calix Cloud,22744,29493,77.12,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update order completion in BOSS IM for Voice,22739,29493,77.1,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Associate ONT In Calix Cloud,22718,29493,77.03,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Retrieve ASM Information,22692,29493,76.94,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update Speed Policy in ASM,22692,29493,76.94,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Create Subscriber Record in EMS,22656,29493,76.82,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Associate Device in Calix Cloud,22565,29493,76.51,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get RG Mac Address,21658,29493,73.43,EXPECTED
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Trigger Port,20222,29493,68.57,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait For RG Association Event,19354,29493,65.62,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update Speed Policy in Radius,19037,29493,64.55,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Disconnect DSL,8974,29493,30.43,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get BSW Status from C360,8503,29493,28.83,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait for DSL Billing Cancellation,7913,29493,26.83,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo:Create Customer Record in BOSS-OM,6587,29493,22.33,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Billing,6436,29493,21.82,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo:Create Dispatch Planning Job,6395,29493,21.68,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Create Account in Alianza,6330,29493,21.46,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Assign BrightSpeed Voice in BOSS-IM,6208,29493,21.05,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Create User in Alianza,5884,29493,19.95,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Assign BrightSpeed Internet in BOSS-IM,5870,29493,19.9,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Add BrightSpeed Internet Service in EMS,5821,29493,19.74,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Add PhoneNumber,5759,29493,19.53,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Associate Service in Calix Cloud,5746,29493,19.48,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Create Subscriber Record in EMS,5705,29493,19.34,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Add Subscriber in Calix Cloud,5615,29493,19.04,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Associate Voice Service in Calix Cloud,5361,29493,18.18,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Create Buried Drop Order,4592,29493,15.57,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Create DSL Disconnect Order,3586,29493,12.16,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get Available TN in Alianza,3583,29493,12.15,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Associate ONT to Subscriber in EMS,2820,29493,9.56,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait for Due Date - 10,2302,29493,7.81,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Notify Dispatch - Delayed BSW,1869,29493,6.34,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update upstreamOnHold at Dispatch,1460,29493,4.95,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Create Buried Drop Order,1377,29493,4.67,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait for Due Date,795,29493,2.7,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait for Disconnect Order Completion,749,29493,2.54,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update tech remarks in Dispatch,529,29493,1.79,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo:Create Dispatch Planning Jobï»¿,260,29493,0.88,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get BSW Status,132,29493,0.45,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Map User to TN in Alianza,130,29493,0.44,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update Customer Record Address,46,29493,0.16,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait for CRD,42,29493,0.14,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Dispatch Address Update,33,29493,0.11,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Revise: Associate Service in Calix Cloud,24,29493,0.08,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Associate Device in Calix Cloud,23,29493,0.08,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Revise: Associate Device in Calix Cloud,17,29493,0.06,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update: Add Subscriber in Calix Cloud,17,29493,0.06,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Put Dispatch On Hold,15,29493,0.05,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update Username in Alianza,15,29493,0.05,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update: Create Subscriber Record in EMS,15,29493,0.05,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Create Account in Alianza,13,29493,0.04,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Redo: Create ONT,11,29493,0.04,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Release Dispatch From Hold,11,29493,0.04,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Redo: Create Dispatch Planning Job,9,29493,0.03,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Update ONT Activation Response to BOSS IM,9,29493,0.03,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo&Redo: Create Service,6,29493,0.02,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Update Speed Policy in Radius,5,29493,0.02,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Revision:Wait for Due Date,4,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get ONT serial number from EMS,3,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Get LNP Port Request Status,3,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Undo: Create Account in Alianza,3,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Update: Create Subscriber Record in EMS,3,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Redo: Revision Billing,2,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo&Redo: Create Service,2,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Add BrightSpeed Internet Service in EMS,2,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Add PhoneNumber,2,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Create Subscriber Record in EMS,2,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait for VMDU Case Complete,2,29493,0.01,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Activate Existing ONT in EMS,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Activate ONT,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Activate SIM,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Add Configuration in AXON,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Add Device to Location in AXON,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Assign Fiber Voice in BOSS-IM,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Create Account in AXON,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Create Location in AXON,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Delete Calix Cloud Voice Provisioning,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get CPE Inventory,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get Information for Disconnection,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get ONT Status,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Get Subscription ID from Zoura,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,O2 Order Completion,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Product Order for Fiber Voice,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Start Billing,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Delete TN in Allianza,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Associate ONT to Subscriber in EMS,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Create User in Alianza,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Undo: Undo: Undo&Redo: Create Service,1,29493,0,OPTIONAL
add,XGSPON,BrightSpeed Internet+BrightSpeed Voice,F,,HSI,NI,Wait for Serial Number,1,29493,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Fiber Voice TechInstall,79236,79543,99.61,MANDATORY
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update Correlation in Dispatch,79088,79543,99.43,MANDATORY
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Fiber OTC Waiver,78489,79543,98.67,MANDATORY
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,BRIM:Convert BAN in Biller,78465,79543,98.64,MANDATORY
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Notify Order Ready for Dispatch,77402,79543,97.31,MANDATORY
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Job Completion,77399,79543,97.3,MANDATORY
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Add Subscriber in Calix Cloud,71840,79543,90.32,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Tech Install,69981,79543,87.98,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update Speed Policy in Radius,69689,79543,87.61,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Associate ONT to Subscriber in EMS,63604,79543,79.96,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Assign Fiber Internet in BOSS-IM,60935,79543,76.61,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create Customer Record,60875,79543,76.53,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create Subscriber Record in EMS,60720,79543,76.34,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create Dispatch Planning Job,60689,79543,76.3,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Associate Service in Calix Cloud,60643,79543,76.24,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Add Fiber Internet Service in EMS,60597,79543,76.18,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create Subscription Order in BRIM,60544,79543,76.11,EXPECTED
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Get RG Mac Address,49775,79543,62.58,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update order completion in BOSS IM for Data,49760,79543,62.56,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Get RG Serial Number from EMS,49652,79543,62.42,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Start Billing,49535,79543,62.27,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Associate Device in Calix Cloud,49476,79543,62.2,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Activate ONT in EMS,49318,79543,62,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Associate ONT In Calix Cloud,48825,79543,61.38,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo:Create Customer Record in BOSS-OM,18634,79543,23.43,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo:Create Dispatch Planning Job,18544,79543,23.31,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update ONT Activation Response to BOSS IM,18208,79543,22.89,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: BRIM Cancel Pending Subscription,17749,79543,22.31,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create Buried Drop Order,17624,79543,22.16,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Assign Fiber Internet in BOSS-IM,17108,79543,21.51,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Associate Service in Calix Cloud,17016,79543,21.39,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Add Fiber Internet Service in EMS,17007,79543,21.38,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Create Subscriber Record in EMS,16955,79543,21.32,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,BRIM:BAN Payment Posting for Deposit,15398,79543,19.36,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Get BSW Status from C360,14766,79543,18.56,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Associate ONT to Subscriber in EMS,14059,79543,17.67,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Retrieve ASM Information,9647,79543,12.13,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update Speed Policy in ASM,9647,79543,12.13,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Put Dispatch On Hold,9484,79543,11.92,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Due Date,8317,79543,10.46,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Update Speed Policy in Radius,7942,79543,9.98,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Add Subscriber in Calix Cloud,5822,79543,7.32,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Create Buried Drop Order,5573,79543,7.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Release Dispatch From Hold,3629,79543,4.56,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update upstreamOnHold at Dispatch,1845,79543,2.32,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Disconnect Order Completion,1140,79543,1.43,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Activate Existing ONT in EMS,1058,79543,1.33,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update tech remarks in Dispatch,1036,79543,1.3,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for VMDU Case Complete,536,79543,0.67,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Release Order From Dispatch,457,79543,0.57,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Get ONT serial number from EMS,175,79543,0.22,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Fiber TechInstall,158,79543,0.2,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,CE Self Install,149,79543,0.19,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update Subscription in BRIM,145,79543,0.18,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Initiate Shipment - Router,141,79543,0.18,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Shipment Confirmation - Router,141,79543,0.18,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Notify Dispatch - Delayed BSW,140,79543,0.18,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Delivery Confirmation - Router,136,79543,0.17,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revision:Create Subscription Order in BRIM,124,79543,0.16,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revision: Reject Previous Subscription in BRIM,114,79543,0.14,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo&Redo: Add Fiber Internet Service in EMS,99,79543,0.12,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Disconnect DSL,90,79543,0.11,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revise: Associate Device in Calix Cloud,82,79543,0.1,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update: Add Subscriber in Calix Cloud,81,79543,0.1,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update: Create Subscriber Record in EMS,77,79543,0.1,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Redo: Create ONT,74,79543,0.09,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revision: Assign Fiber Internet in BOSS-IM,73,79543,0.09,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revision: Update Correlation in Dispatch,70,79543,0.09,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revise: Associate Service in Calix Cloud,69,79543,0.09,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revise:Update Speed Policy in Radius,67,79543,0.08,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update Customer Record Address,67,79543,0.08,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Dispatch Address Update,56,79543,0.07,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revision: Update Account in BRIM,44,79543,0.06,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Value Added Services,28,79543,0.04,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo&Redo: Create Service,26,79543,0.03,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for DSL Billing Cancellation,19,79543,0.02,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Redo: Create Dispatch Planning Job,14,79543,0.02,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo&Redo: Add Fiber Internet Service in EMS,14,79543,0.02,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create DSL Disconnect Order,10,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Initiate Shipment,8,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Delivery Confirmation,8,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Wait for Shipment Confirmation,8,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Initiating Rip in BOSS IM and Calix,6,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo: Add Fiber Internet Service in EMS,5,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Update ONT Profile in BOSS IM,5,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Redo:Assign Inventory and RFS,4,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo&Redo: Create Service,4,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo: Undo&Redo: Create Service,4,79543,0.01,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Initiate Billing,3,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Revision Billing Create Subscription,3,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo: Redo: Create ONT,3,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Update: Create Subscriber Record in EMS,3,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Add Brightspeed Internet Service in EMS,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Assign Brightspeed Internet in BOSS-IM,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Assign Fiber Data in BOSS-IM,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Brightspeed Internet,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Fiber Data v2,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Redo: Wait for VMDU Case Complete,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Redo: Create ONT,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Undo: Update: Create Subscriber Record in EMS,2,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Add Fiber Data Service in EMS,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Assign Fiber Voice TechInstall in BOSS-IM,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Configure Caller ID in Alianza,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create Calling Plans in Alianza,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create ONT,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Create SIP profile in Alianza,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Get LNP Port Request Status,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Get RG Serial Number,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Initiating Rebuild in BOSS IM and Calix,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Product Order for Fiber Voice,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Retrieve SIP Credential from Alianza,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Add PhoneNumber,1,79543,0,OPTIONAL
add,XGSPON,Fiber Internet,F,,Brightspeed Fiber,NI,Undo: Assign Fiber Voice in BOSS-IM,1,79543,0,OPTIONAL
